topicID,topicName
t3583,Electrodynamics
t3584,Oil well flooding
t3585,Melting
t3586,Piezoelectricity
t3587,Semiconductor device manufacture
t3588,Semiconductor devices
t3589,Carrier transport
t3590,3 Br coumalate
t3591,alkynal
t3592,alkyne derivative
t3593,Covalent bonds
t3594,Electromagnetic waves
t3595,Magnetic field effects
t3596,Time series
t3597,Touch screens
t3598,Growth rate
t3599,Etching
t3600,Macrolides
t3601,Glycogen Synthase Kinase 3 beta
t3602,Heilongjiang
t3603,Security systems
t3604,Artifacts
t3605,Ceramic capacitors
t3606,Molybdenum disulfide
t3607,Condensation reactions
t3608,Wireless local area networks (WLAN)
t3609,"Aged, 80 and over"
t3610,Watersheds
t3611,Borate minerals
t3612,Boric acid
t3613,Boride coatings
t3614,Down-stream
t3615,Fusion architecture
t3616,aliphatic amine
t3617,ligand
t3618,Crystal symmetry
t3619,Perovskite
t3620,Additional key word and phrasestemporal sentence grounding
t3621,Consistency learning
t3622,Equivariant
t3623,Phase space methods
t3624,Enzyme activity
t3625,Cold storage
t3626,Alignment Problems
t3627,Covariates
t3628,Data distribution
t3629,Lubricants
t3630,Polyethylene Glycols
t3631,aquaculture industry
t3632,biofilm
t3633,Large datasets
t3634,Statistics
t3635,Incident shock
t3636,Intersection points
t3637,Mach reflection
t3638,Screws
t3639,Bamboo scrimber
t3640,Supersymmetry
t3641,Helmet mounted displays
t3642,Carbohydrate Metabolism
t3643,"Fungicides, Industrial"
t3644,Blood pressure
t3645,Nuclear magnetic resonance
t3646,Domination
t3647,Aggregation schemes
t3648,Decentralised
t3649,Organic light emitting diodes (OLED)
t3650,Alkenes
t3651,Bacteriophage lambda
t3652,"DNA, Viral"
t3653,Public policy
t3654,"Databases, Factual"
t3655,Anodic oxidation
t3656,Genomics
t3657,Carbon black
t3658,Water
t3659,Hypersonic vehicles
t3660,Physical properties
t3661,Caspase 8
t3662,Area
t3663,Electrophoresis
t3664,Alkaline fuel cells
t3665,Cross Linking
t3666,Cell Cycle
t3667,"Models, Biological"
t3668,Groundwater pollution
t3669,Age hardening
t3670,"Antibodies, Monoclonal"
t3671,Adversarial defense
t3672,Dielectric properties of solids
t3673,Protein Conformation
t3674,Deionized water
t3675,Phylogeny
t3676,Bloch modes
t3677,Deterministics
t3678,Transmissions
t3679,Photodissociation
t3680,Ultraviolet lasers
t3681,Electrochemical corrosion
t3682,Alkali halides
t3683,Alkali metals
t3684,Solid-State Batteries
t3685,Amber
t3686,"Crystallography, X-Ray"
t3687,Elastic constants
t3688,Epoxy resins
t3689,Bicycles
t3690,Acoustic transducers
t3691,Alkyne
t3692,Mullite
t3693,Analyse of variance
t3694,Aquifers
t3695,Kaempferols
t3696,MAP Kinase Signaling System
t3697,Phenomics
t3698,Anthropomorphic robots
t3699,Computer control systems
t3700,Electric motors
t3701,Condition optimizations
t3702,Higher efficiency
t3703,sodium chloride
t3704,sodium
t3705,clinical article
t3706,Bridge piers
t3707,Hydrogen fuels
t3708,crop plant
t3709,image classification
t3710,Flammability
t3711,Pixels
t3712,Atomic force microscopy
t3713,"Hypothalamic Area, Lateral"
t3714,Hypothalamus
t3715,Navigation systems
t3716,Cascading failures
t3717,Simulation platform
t3718,Pipelines
t3719,Feedforward neural networks
t3720,Optical signal processing
t3721,"CuInP2S6, neuromorphic computing"
t3722,DC transformers
t3723,Drain current
t3724,Experimental methods
t3725,Functional devices
t3726,Batch reactors
t3727,Current density
t3728,Pendulums
t3729,High rise structures
t3730,Insertion losses
t3731,Frozen soils
t3732,Advantage
t3733,Geographic information systems
t3734,Computational social science
t3735,Computationalism
t3736,State space methods
t3737,Time domain analysis
t3738,Fixed platforms
t3739,Equations of state of gases
t3740,Memristors
t3741,Organic polymers
t3742,O rings
t3743,Armor
t3744,Dimethyl sulfoxide
t3745,Proton exchange membrane fuel cells (PEMFC)
t3746,Assumption
t3747,Rock pressure
t3748,Array processing
t3749,Beamforming
t3750,Fluorescent Dyes
t3751,Photochemotherapy
t3752,Reactive Oxygen Species
t3753,atropine
t3754,etomidate
t3755,fluvoxamine
t3756,Comparator circuits
t3757,Comparators (optical)
t3758,Digital devices
t3759,Network protocols
t3760,Constraint satisfaction problems
t3761,Discrete Fourier transforms
t3762,Complex components
t3763,Conformations
t3764,Animation
t3765,Color matching
t3766,Domes
t3767,Zinc
t3768,Schematic diagrams
t3769,Safety engineering
t3770,Biochips
t3771,Pipeline corrosion
t3772,Abrasives
t3773,Antenna feeders
t3774,Antenna lobes
t3775,Cancer cells
t3776,Inertial navigation systems
t3777,Lie groups
t3778,Transplantation (surgical)
t3779,3D perception
t3780,Endoscopic surgery
t3781,Electric switchgear
t3782,Metal working
t3783,Constant voltage
t3784,Sentiment analysis
t3785,Afaan oromo hotel review
t3786,Faulting
t3787,Structural analysis
t3788,Surface structure
t3789,Communicable Diseases
t3790,Stochastic models
t3791,E- commerces
t3792,Antigens
t3793,Crude oil
t3794,Ecology
t3795,Surface measurement
t3796,Dense matching
t3797,Key point matching
t3798,Driving caption
t3799,Fault tree analysis
t3800,Knowledge graph
t3801,Coherence models
t3802,Caves
t3803,Contact detection
t3804,ControlNet
t3805,Collective memory
t3806,Complex problems
t3807,Chemiluminescence
t3808,Autonomous car
t3809,Nanocantilevers
t3810,Personnel training
t3811,Convolution operators
t3812,Daily lives
t3813,Design development
t3814,Data-driven approach
t3815,methotrexate
t3816,voriconazole
t3817,Factor analysis
t3818,Educational robots
t3819,Modular robots
t3820,Car-level chip
t3821,Detection models
t3822,High level languages
t3823,electrode
t3824,Hydraulic machinery
t3825,Geothermal wells
t3826,Rural areas
t3827,Higher order statistics
t3828,Circuit theory
t3829,angiotensin converting enzyme 2
t3830,chemokine
t3831,cytokine
t3832,Curvature
t3833,Deterministic algorithms
t3834,Wind stress
t3835,Integral equations
t3836,Structural optimization
t3837,Microlenses
t3838,Deconvolution
t3839,Carbothermal reduction
t3840,Liquid phase sintering
t3841,Bismuth alloys
t3842,HeLa Cells
t3843,Daylighting
t3844,efficiency measurement
t3845,Unloading
t3846,Nitric oxide
t3847,Fireproofing
t3848,Communication channels (information theory)
t3849,Moderators
t3850,Natural resources
t3851,Analog to digital conversion
t3852,Kidney
t3853,Function evaluation
t3854,Roller bearings
t3855,Grease lubrication
t3856,Photodetectors
t3857,Electron transporting materials
t3858,dapagliflozin
t3859,empagliflozin
t3860,Cross-modal
t3861,Iodine compounds
t3862,Communication control
t3863,Electric discharge machining
t3864,Harmonic generation
t3865,Agile satellites
t3866,Cultivation
t3867,Bottom-up design
t3868,Dehydrogenation
t3869,Cell membranes
t3870,Economic efficiency
t3871,Edibility
t3872,High toughness
t3873,Titanium alloys
t3874,Gas metal arc welding
t3875,Gas welding
t3876,Linear regression
t3877,alkaline phosphatase
t3878,Rho kinase
t3879,Radiation shielding
t3880,Human robot interaction
t3881,Pneumatic control equipment
t3882,Bidding behavior
t3883,Cloudedge collaboration
t3884,Brick
t3885,Data compression
t3886,2d material
t3887,Local strains
t3888,Holographic interferometry
t3889,Biomedical analysis
t3890,Coherent diffraction imaging
t3891,Blueprints
t3892,Computer software selection and evaluation
t3893,Negative thermal expansion
t3894,Electric circuit breakers
t3895,Insulated gate bipolar transistors (IGBT)
t3896,Fredholm integral equations
t3897,Guided electromagnetic wave propagation
t3898,Inorganic compounds
t3899,High energy physics
t3900,Frequency estimation
t3901,Dams
t3902,Optical band gaps
t3903,Microwave photonics
t3904,Carsickness
t3905,Cognitive process models
t3906,Academic research
t3907,Artificial intelligence algorithms
t3908,Time series analysis
t3909,Electron mobility
t3910,High electron mobility transistors
t3911,Soil mechanics
t3912,Nutrients
t3913,Digital radio
t3914,Cause-effect relationships
t3915,Conceptual model
t3916,Alkenyl
t3917,Alkyl carboxylic acids
t3918,Bond formation
t3919,Knowledge acquisition
t3920,Electric potential
t3921,Phase locked loops
t3922,Quality assurance
t3923,Maintenance
t3924,Angular momentum
t3925,Arch dams
t3926,Concrete dams
t3927,amino acid metabolism
t3928,antibiotic resistance
t3929,antibody therapy
t3930,Buck converter
t3931,Stereochemistry
t3932,Pile driving
t3933,4 aminobutyric acid
t3934,bile acid
t3935,Compressed natural gas
t3936,Alkylation
t3937,Acquisition setup
t3938,Global skip connection
t3939,Pareto principle
t3940,Asymptotics
t3941,Closed form
t3942,Active material
t3943,Amphiphilic property
t3944,Functionalizations
t3945,Mode-locked fiber lasers
t3946,Multimode fibers
t3947,Water supply
t3948,Function modelling
t3949,Nuclear fuel reprocessing
t3950,Nuclear industry
t3951,Optimal control systems
t3952,Distributed power generation
t3953,Polymerase chain reaction
t3954,Ceramic matrix composites
t3955,Chemical sensors
t3956,Magnetic anisotropy
t3957,Electric losses
t3958,Immunotherapy
t3959,Microbubbles
t3960,DC motors
t3961,Laboratories
t3962,Software design
t3963,Critical success factor
t3964,Praseodymium compounds
t3965,Robotic assembly
t3966,3d assembly
t3967,Roofs
t3968,Interactive computer graphics
t3969,Wearable technology
t3970,Antenna phased arrays
t3971,Damage tolerance
t3972,Nuclear fuel elements
t3973,Alkaline electrolyze
t3974,Alkalines
t3975,Magnetic resonance imaging
t3976,Runoff
t3977,Area-based
t3978,Gain control
t3979,Orthogonal frequency division multiplexing
t3980,Schottky barrier diodes
t3981,Surge protection
t3982,A.Fibres
t3983,Seawater
t3984,Time delay
t3985,Application specific integrated circuits
t3986,Invariance
t3987,Linear time-invariant system
t3988,Artificial intelligence technologies
t3989,Blowers
t3990,Flow separation
t3991,Delivery of Health Care
t3992,Biomimetic processes
t3993,Borides
t3994,Acoustic impedance
t3995,Electrochemical cells
t3996,Solar radiation
t3997,Collaborative filtering methods
t3998,Filtering models
t3999,Interlocking signals
t4000,Angle of departures
t4001,Molten materials
t4002,Acoustoelectric effects
t4003,Branch and bound method
t4004,Impulse response
t4005,Thermoanalysis
t4006,Level control
t4007,Impregnation
t4008,Oxidation resistance
t4009,Philosophical aspects
t4010,Belief revision
t4011,Analytical complex mode superpostion method
t4012,Energy balance
t4013,Size determination
t4014,Foil bearings
t4015,Air foil bearing
t4016,Identification (control systems)
t4017,Beam spill
t4018,Beam uniformity
t4019,Crystal lattices
t4020,Load limits
t4021,River pollution
t4022,Storms
t4023,Electron guns
t4024,Particle accelerators
t4025,Synthetic aperture radar
t4026,Suspension bridges
t4027,Axiomati-sation
t4028,Characterization theorems
t4029,6g
t4030,Beyond-5g
t4031,Quantum algorithms
t4032,Bearings (structural)
t4033,Motion analysis
t4034,Time and motion study
t4035,Debris
t4036,Canonical models
t4037,Dynamic logic
t4038,Intersections
t4039,Amplification factors
t4040,Closed orbits
t4041,Design phase
t4042,Digital subscriber lines
t4043,Lattice mismatch
t4044,Reaction kinetics
t4045,Dose distributions
t4046,Dose rate
t4047,Hot topics
t4048,Cold components
t4049,Analysis of data
t4050,Spectrum efficiency
t4051,Cross training
t4052,Bandwidth requirement
t4053,Beam loss
t4054,Experimental parameters
t4055,Solenoid valves
t4056,Design and optimization
t4057,Injection efficiency
t4058,Observability
t4059,Beam dynamics
t4060,Injection schemes
t4061,Absorption efficiency
t4062,Explosives
t4063,Hierarchical systems
t4064,Action recognition
t4065,Audio-visual
t4066,Doppler radar
t4067,Spacecraft
t4068,Tomography
t4069,Magnetosheaths
t4070,Radio frequency identification (RFID)
t4071,Tetherlines
t4072,Curved beams and girders
t4073,Thin walled structures
t4074,Cross-sectional distortions
t4075,Biological system modeling
t4076,Buffeting
t4077,Quantum efficiency
t4078,Optical remote sensing
t4079,Acoustic emissions
t4080,Digital signal processing
t4081,Cholesky decomposition
t4082,Domain informations
t4083,Empirical investigation
t4084,3D Structure
t4085,Powertrains
t4086,Citrus fruits
t4087,Attitude control
t4088,Space debris
t4089,Body force method
t4090,Structural dynamics
t4091,Corporate social responsibility
t4092,Digital television
t4093,Forward error correction
t4094,Flexible structures
t4095,Growth kinetics
t4096,Bivariate
t4097,Conditional density
t4098,Entropy methods
t4099,Centralised
t4100,Channel capacity
t4101,Network coding
t4102,Activity behavior
t4103,Auxiliary information
t4104,Distributed learning
t4105,Artificial intelligence agent
t4106,Data glove
t4107,Embodied artificial intelligence
t4108,Chemical contamination
t4109,Dichloromethane
t4110,Selective laser melting
t4111,Challenge problems
t4112,South America
t4113,Environmental regulations
t4114,Chamber walls
t4115,Dark region
t4116,Denial-of-service attack
t4117,Attack generation exosystem
t4118,Closed-loop
t4119,Experimental conditions
t4120,Learning approach
t4121,Clonal variability
t4122,Glial progenitors
t4123,Intermediate progenitor
t4124,Classification performance
t4125,Man machine systems
t4126,glass
t4127,surface water
t4128,acclimatization
t4129,circular ribonucleic acid
t4130,competing endogenous RNA
t4131,Specific heat
t4132,Additional heat capacity method
t4133,Behaviour models
t4134,Information entropy
t4135,Lane formation
t4136,Sobolev spaces
t4137,Mongolia
t4138,cropping practice
t4139,cultivation
t4140,Core shell nanoparticles
t4141,Electric current collectors
t4142,isotope
t4143,Liyang
t4144,Feedstocks
t4145,Bioactivity
t4146,chemical compound
t4147,divalent cation
t4148,Thermoelectric power
t4149,Transient analysis
t4150,Friction stir welding
t4151,Dangling bonds
t4152,Compressive strain
t4153,Refining
t4154,Pulsed laser deposition
t4155,Criticality (nuclear fission)
t4156,HIgh speed networks
t4157,Wi-Fi
t4158,Wooden buildings
t4159,Capillarity
t4160,Educational Status
t4161,Central Macedonia
t4162,Greece
t4163,Lake Volvi
t4164,Mobile Applications
t4165,Europe
t4166,South Korea
t4167,alanine aminotransferase
t4168,aspartate aminotransferase
t4169,Charge distribution
t4170,steel
t4171,Preforming
t4172,Targeted drug delivery
t4173,educational development
t4174,Concrete
t4175,Deformation
t4176,Force
t4177,absinthol
t4178,adiponectin
t4179,aldehyde dehydrogenase isoenzyme 1
t4180,compression
t4181,electrochemical method
t4182,Sailing vessels
t4183,Volume fraction
t4184,coal industry
t4185,electricity
t4186,natural gas
t4187,Nen River
t4188,Economic geology
t4189,Budgets
t4190,Capacity Building
t4191,Honing
t4192,Iran
t4193,Lake Urmia
t4194,Acetone
t4195,Bioimaging
t4196,Vehicle to vehicle communications
t4197,Australia
t4198,Evapotranspiration
t4199,Coverings
t4200,Land Use
t4201,Loess
t4202,Thermodynamic stability
t4203,Administrative Personnel
t4204,Health Facilities
t4205,Coupling calculations
t4206,Co-operative spectrum sensing
t4207,Magnesium compounds
t4208,Light sources
t4209,Air mixtures
t4210,Tissue Engineering
t4211,adult stem cell
t4212,Data Collection
t4213,anti drug vaccine
t4214,antibody
t4215,bovine serum albumin
t4216,Amorphous alloys
t4217,Data Accuracy
t4218,Food
t4219,Grand Canal
t4220,Critical challenges
t4221,Devices and systems
t4222,Complexes structure
t4223,Convolutional block attention module
t4224,3 methylhistidine
t4225,alanine
t4226,Cinnamomum
t4227,3d detection
t4228,"Earth, Planet"
t4229,Horizontal wells
t4230,Dengue
t4231,hydrazone derivative
t4232,lanthanide
t4233,Ultra-wideband (UWB)
t4234,Detuning angle
t4235,Detunings
t4236,adult respiratory distress syndrome
t4237,blood vessel injury
t4238,endothelium cell
t4239,Brushless DC motors
t4240,Magnetic sensors
t4241,Optical sensors
t4242,Optical switches
t4243,Health hazards
t4244,Describing functions
t4245,Adaptive phase
t4246,Environmental adaptability
t4247,Chlorides
t4248,Boosting
t4249,Asymptotic stability
t4250,Just in time production
t4251,Singapore
t4252,Contact zone
t4253,Fog
t4254,Helmholtz equation
t4255,Lithium alloys
t4256,cholesterol
t4257,Electric power system security
t4258,Electric machine control
t4259,Area Under Curve
t4260,Chip scale packages
t4261,Dipole antennas
t4262,Clocks
t4263,Mathematical programming
t4264,Resource allocation
t4265,Benchmarking functions
t4266,Design issues
t4267,Chemical cleaning
t4268,Graphitization
t4269,Hydrogen storage alloys
t4270,Frequency allocation
t4271,Eye tracking
t4272,Carbon emissions
t4273,Population statistics
t4274,Composite time scale
t4275,Rare earths
t4276,Sol-gels
t4277,Animal Migration
t4278,Birds
t4279,Self compacting concrete
t4280,Dam construction
t4281,Asset-backed security
t4282,Base points
t4283,Block-chain
t4284,Conceptual frameworks
t4285,Advanced applications
t4286,Advanced technology
t4287,Default Mode Network
t4288,Electric Stimulation
t4289,Engineering research
t4290,China jinping underground laboratory
t4291,Compliant mechanisms
t4292,Hinges
t4293,Hooks
t4294,Corrosion prevention
t4295,Aqueous electrolyte
t4296,Fluorescence imaging
t4297,Gateways (computer networks)
t4298,"Recognition, Psychology"
t4299,Support Vector Machine
t4300,Magnetron sputtering
t4301,Lithium Chloride
t4302,Saline water
t4303,Digital filters
t4304,Chickens
t4305,Elevators
t4306,Crystal orientation
t4307,Multilayer films
t4308,Defect density
t4309,Defect states
t4310,Clostridioides difficile
t4311,Clostridium Infections
t4312,Dynamical relaxation
t4313,Dzyaloshinskii-Moriya interaction
t4314,Incommensurate phase
t4315,Integrated control
t4316,Compromize ranking of alternative from distance to ideal solution
t4317,Gene Expression
t4318,Glycosides
t4319,adaptive management
